Round,Hteam,Ateam,Hscore,Ascore,HorA,WorL,Date,Wether,Grass_condition,Spectators,temperature,TimeLine1,TimeLine2,TimeLine3,TimeLine4,TimeLine5,TimeLine6,Attack_CBP,Pass_CBP,Cross_CBP,Dribble_CBP,Shots_CBP,Score_CBP,Seizure,Diffence,Save_CBP,Expect_Goal,Shots,Shots_Success,On_Target,PK,Pass,Pass_Success,Cross,Cross_Success,D_FK,I_FK,CK,Throwing,Throwing_Success,Dribble,Dribble_Success,Tackle,Tackle_Success,Clear,Intercept,OffSide,Yellow,Red,Approach_30m,Approach_Penalty,Attack_Num,Chances,Control
第28節,レノファ山口ＦＣ,徳島ヴォルティス,0,3,0,3,2020.10.21 19:00 Kick Off,曇,全面良芝,"1,323人",21℃,63.7%,62.9%,59.0%,65.5%,55.2%,40.1%,17.45,13.98,1.77,1.71,7.05,5.87,68.66,10.97,0.53,1.677,14,(14.3%),5,0,508,(84.4%),11,(27.3%),8,0,4,25,(88.0%),12,(58.3%),9,(66.7%),22,2,5,0,0,44,21,103,13.6%,57.4%
第29節,徳島ヴォルティス,アルビレックス新潟,0,0,1,1,2020.10.25 14:00 Kick Off,晴,全面良芝,"5,171人",20.1℃,55.3%,64.7%,71.7%,58.7%,61.2%,60.0%,16.18,12.37,2.69,1.12,5.89,0.00,121.77,8.17,0.41,0.983,8,(0.0%),3,0,474,(83.1%),18,(27.8%),16,3,5,8,(87.5%),15,(40.0%),15,(80.0%),15,2,1,1,0,36,14,112,7.1%,62.3%
第30節,ザスパクサツ群馬,徳島ヴォルティス,2,3,0,3,2020.11.1 18:00 Kick Off,曇,全面良芝,"1,404人",14.8℃,60.5%,44.2%,70.1%,74.0%,26.6%,57.2%,17.67,13.64,2.63,1.40,5.39,7.26,54.39,18.31,0.00,1.464,16,(18.8%),4,0,469,(83.4%),23,(21.7%),3,0,6,21,(95.2%),14,(42.9%),19,(52.6%),28,2,1,2,0,40,18,96,16.7%,56.1%
第31節,徳島ヴォルティス,ジュビロ磐田,3,1,1,3,2020.11.4 19:00 Kick Off,晴,全面良芝,"3,687人",12.6℃,51.1%,48.9%,42.1%,48.3%,38.0%,41.2%,10.24,9.79,0.46,0.00,11.25,9.44,86.87,16.88,0.81,0.937,10,(30.0%),8,0,399,(81.7%),7,(14.3%),6,0,4,12,(91.7%),5,(0.0%),13,(69.2%),21,2,3,0,0,29,12,101,9.9%,45.3%
第32節,東京ヴェルディ,徳島ヴォルティス,1,2,0,3,2020.11.7 16:00 Kick Off,曇のち晴,全面良芝,"5,181人",17.7℃,53.9%,61.4%,57.3%,52.0%,72.7%,44.2%,19.08,16.06,1.63,1.40,9.27,1.62,62.91,12.85,0.14,1.619,11,(18.2%),6,1,555,(88.3%),11,(27.3%),7,4,1,15,(100.0%),10,(50.0%),12,(58.3%),19,3,3,1,0,58,13,92,12.0%,56.6%
第33節,徳島ヴォルティス,栃木ＳＣ,2,0,1,3,2020.11.11 19:00 Kick Off,晴,全面良芝,"2,124人",13.4℃,75.9%,71.9%,81.8%,66.0%,67.9%,75.2%,22.64,16.39,1.10,5.15,11.40,1.23,79.21,15.47,0.51,1.564,19,(5.3%),6,0,685,(86.0%),17,(11.8%),13,3,2,19,(100.0%),23,(69.6%),15,(60.0%),19,2,1,0,0,52,18,120,15.8%,73.8%
第34節,モンテディオ山形,徳島ヴォルティス,0,1,0,3,2020.11.15 14:00 Kick Off,晴,良芝,"4,711人",13.5℃,52.2%,69.3%,35.8%,47.5%,50.5%,59.7%,12.04,9.79,1.65,0.60,7.28,2.93,79.60,18.20,0.26,1.102,8,(12.5%),1,0,467,(78.2%),8,(37.5%),7,2,4,17,(100.0%),14,(35.7%),8,(50.0%),26,2,3,2,0,30,10,108,7.4%,52.9%
第35節,京都サンガF.C.,徳島ヴォルティス,2,0,0,0,2020.11.21 14:00 Kick Off,晴,全面良芝,"8,589人",14.1℃,79.6%,50.9%,75.1%,61.5%,74.4%,73.1%,22.72,19.79,2.34,0.58,3.49,0.00,74.30,10.58,0.06,1.717,12,(0.0%),1,0,774,(88.0%),23,(21.7%),16,1,3,14,(92.9%),10,(40.0%),10,(100.0%),11,0,2,0,0,71,15,105,11.4%,69.8%
第36節,徳島ヴォルティス,ＦＣ町田ゼルビア,3,0,1,3,2020.11.25 19:00 Kick Off,曇,全面良芝,"2,349人",12.7℃,77.2%,74.6%,78.2%,79.2%,79.4%,75.2%,22.29,17.71,2.76,1.82,11.58,11.91,68.55,7.26,0.14,2.167,17,(17.6%),6,0,733,(89.5%),13,(38.5%),13,0,5,16,(100.0%),17,(52.9%),10,(60.0%),18,0,0,1,0,53,13,97,17.5%,77.2%
第37節,ツエーゲン金沢,徳島ヴォルティス,3,4,0,3,2020.11.29 14:00 Kick Off,晴,全面良芝,"2,106人",13.8℃,55.8%,72.6%,61.6%,51.7%,61.0%,53.8%,21.78,16.04,2.75,2.99,8.59,11.74,93.42,19.29,1.20,1.833,13,(30.8%),5,0,537,(83.1%),20,(25.0%),11,1,3,19,(100.0%),21,(52.4%),15,(46.7%),36,2,0,2,0,38,19,125,10.4%,58.9%
